0,1,Class
121.934595888,9.8828797717,3
84.2111049341,-10.8139725073,3
64.3372200095,-19.7808729613,3
56.0315009559,-23.4426862175,3
58.1677205952,-17.802297742,3
63.9351388812,-10.7516964512,3
76.6815718779,-2.79682200242,3
62.3137034582,-12.5375062748,3
27.0659318671,-31.9231141398,4
23.9817656713,-36.3411706107,4
19.359054452,-36.5965656091,4
4.71599355876,-44.9446905274,4
-2.27085917957,-48.1457894494,4
-19.2291002987,-52.7565701319,4
-25.7825958873,-55.2540601245,4
-22.9340971456,-48.2207329899,4
-10.8974705779,-35.7965732492,4
9.60939303879,-21.2436958077,4
74.0999354447,0.782904394836,3
99.0760121465,0.837347976811,3
71.8370345113,-2.18840257249,3
80.384343508,0.688530375657,3
98.0649843529,2.63304296499,3
116.290833605,11.1747143736,3
95.9857520871,2.08127071423,3
99.2740141727,3.41983774512,3
102.766701718,4.56502889251,3
104.633363829,4.78800808378,3
104.704062573,3.19330830193,3
94.7280508472,-2.61665065342,3
90.5247679607,-3.09685158931,3
86.7163254167,-6.20810667679,3
81.2844238035,-11.2206380456,3
69.1158380417,-14.4954266756,3
69.8852412326,-13.9376158767,3
70.2678872951,-15.9586429508,3
77.2822406884,-11.3732458953,3
86.3807242076,-4.32981191196,3
80.5778385076,-7.45004492283,3
75.9915971564,-10.8151708588,3
70.2777063916,-15.0349732033,3
52.9951355097,-19.862485514,3
41.8227175091,-21.1855321242,3
-2.14732368715,-16.5931625551,5
-32.9765849901,-14.879979879,5
-2.05981141209,-11.28004309,5
32.0267089976,-13.5358936396,7
-15.0837957443,-50.7744379929,7
-46.560835679,-62.9509182225,7
-53.4618312968,-59.3608959878,7
-85.3243490059,-41.1459179167,5
-111.972863857,-38.6914917664,5
-130.211062033,-42.4855725344,5
-140.632959029,-46.8423350148,5
140.159719019,21.4093188285,3
115.512987448,8.13197710147,3
91.2283972111,-4.44126273751,3
73.5679752267,-12.3089924265,3
64.0972027938,-13.270117995,3
75.0642906434,-0.798044978471,3
80.5336005535,0.733325319722,3
80.4444760725,-2.78285786541,3
65.0931217599,-12.8392202777,3
25.4958305708,-33.4401771092,4
16.2496655666,-39.7380033103,4
12.1166696077,-44.0465421526,4
9.89781160146,-43.3087812917,4
7.70595713731,-44.9142827989,4
-32.4443023891,-59.5582139864,4
-36.4406032371,-59.9939853781,4
-39.1124166272,-48.0278519775,4
-46.5770450412,-28.9365891326,4
-16.0655281683,43.8848667098,4
9.54081647237,37.0742072988,3
41.1301659162,16.9087701949,3
92.8048876671,-0.394901982709,3
86.3838482876,-7.28176651072,3
81.6118891665,-1.34879368742,3
93.6409817589,1.55485881908,3
103.713837642,5.23173022836,3
113.951888693,8.1836852208,3
117.658190636,9.99577269906,3
117.475507585,10.9708708959,3
110.911762681,6.77082777361,3
105.777897627,2.57597068087,3
103.830261622,-1.05184468646,3
105.418627814,1.83320151012,3
101.365352985,2.89262478538,3
97.4375305173,1.00964865922,3
96.5811643246,1.22372630889,3
91.5812752953,-3.80184246392,3
85.1142763425,-4.62354511252,3
86.8858943641,-4.8234845162,3
91.1782624232,-4.08066049825,3
78.0263929906,-8.04513127568,3
72.2933520054,-11.2836141049,3
63.655932233,-15.6946902289,3
74.812238331,-14.234321233,3
76.6123285745,-13.1126278462,3
75.8961315567,-11.1043420525,3
69.3350317575,-13.5602577404,3
66.3817453301,-14.6661913536,3
42.2023375332,-22.3943454436,3
11.8114668399,-18.7219789214,3
49.1385381803,-10.9185294931,3
31.3894822614,-24.890416464,7
5.83652696949,-37.1894492111,7
-34.2699781394,-57.2950395254,7
-50.75219709,-59.1804238634,7
-67.925215449,-55.8441273926,5
-89.3946063684,-47.0419250057,5
-110.004790034,-44.3998034811,5
-124.478164973,-44.9073503988,5
-133.444817004,-46.8384078146,5
-143.030355572,-45.4208968714,5
138.258192557,17.8437504381,3
135.12825823,21.4146636855,3
138.135683791,28.3714391844,3
122.285927023,15.8361840779,3
94.9094274336,-2.59095832471,3
72.8762874176,-12.5017399377,3
68.6925444124,-12.0524304812,3
