1,4,5,32,50,Class
0.64,0.32,0.0,0.0,0.0,1
0.28,0.14,0.28,0.0,0.0,1
0.0,1.23,0.19,0.0,0.0,1
0.0,0.63,0.0,0.0,0.0,1
0.0,0.63,0.0,0.0,0.0,1
0.0,1.85,0.0,0.0,0.0,1
0.0,1.92,0.0,0.0,0.0,1
0.0,1.88,0.0,0.0,0.0,1
0.0,0.61,0.0,0.15,0.0,1
0.12,0.19,0.32,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.38,0.25,0.0,0.0,1
0.69,0.34,0.0,0.0,0.0,1
0.0,0.9,0.0,0.0,0.0,1
0.0,0.71,0.35,0.0,0.0,1
0.42,1.27,0.0,0.0,0.0,1
0.0,0.94,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,1.11,0.0,0.0,0.0,1
0.63,1.59,0.31,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.07,0.76,0.05,0.0,0.016,1
0.0,2.94,0.0,0.0,0.0,1
0.0,1.16,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.07,0.76,0.05,0.0,0.016,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.65,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,1.89,0.27,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.68,0.0,0.0,0.0,0.185,1
0.0,0.0,0.0,0.0,0.0,1
0.0,2.94,0.0,0.0,0.0,1
0.0,1.46,0.0,0.0,0.0,1
0.48,0.48,0.0,0.0,0.0,1
0.41,0.41,0.0,0.0,0.0,1
0.0,0.61,0.92,0.0,0.0,1
0.0,2.94,0.0,0.0,0.0,1
0.0,2.94,0.0,0.0,0.0,1
0.0,1.11,0.0,0.0,0.0,1
0.0,0.52,0.0,0.0,0.0,1
0.45,0.45,0.0,0.0,0.0,1
0.0,1.57,0.36,0.0,0.0,1
0.0,0.0,0.99,0.0,0.0,1
0.3,0.05,0.12,0.0,0.0,1
0.46,0.0,0.33,0.0,0.0,1
1.92,1.92,0.0,0.0,0.0,1
0.36,0.0,0.73,0.0,0.0,1
0.12,0.19,0.32,0.0,0.0,1
1.26,0.0,1.26,0.0,0.0,1
0.36,0.0,0.73,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.45,0.45,0.0,0.0,0.0,1
0.42,0.42,0.0,0.0,0.0,1
0.59,0.0,0.0,0.0,0.0,1
0.0,0.23,0.0,0.0,0.0,1
0.0,1.39,0.0,0.0,0.0,1
0.34,0.68,0.0,0.34,0.0,1
0.24,1.32,0.36,0.12,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.48,1.46,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,1.26,0.0,0.0,0.0,1
0.53,0.53,0.0,0.0,0.0,1
0.44,0.44,0.0,0.0,0.0,1
0.46,0.46,0.46,0.0,0.0,1
0.0,1.44,0.0,0.0,0.0,1
0.94,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.59,0.0,1
0.18,0.18,0.12,0.0,0.053,1
0.41,1.67,0.2,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.72,0.0,0.0,0.0,0.0,1
0.0,1.28,1.28,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.46,1.4,0.0,0.0,0.0,1
0.0,1.15,0.76,0.0,0.0,1
0.79,0.0,0.0,0.0,0.0,1
0.06,0.4,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.56,2.24,0.0,0.0,0.0,1
0.31,0.05,0.13,0.0,0.0,1
0.44,0.14,0.03,0.0,0.0,1
0.44,0.14,0.03,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.35,0.35,0.0,0.0,0.0,1
0.43,0.43,0.0,0.0,0.0,1
0.0,0.0,0.6,0.0,0.414,1
